uf,data,preco_medio,desvio_padrao
RIO GRANDE DO NORTE,2016-06-26,3.808,0.076
RIO GRANDE DO SUL,2016-06-26,3.823,0.17800000000000002
RONDONIA,2016-06-26,3.869,0.158
RORAIMA,2016-06-26,3.866,0.032
SANTA CATARINA,2016-06-26,3.439,0.184
SAO PAULO,2016-06-26,3.4530000000000003,0.15
SERGIPE,2016-06-26,3.597,0.096
TOCANTINS,2016-06-26,3.88,0.116
ACRE,2016-07-03,4.077,0.232
ALAGOAS,2016-07-03,3.714,0.185
AMAPA,2016-07-03,3.64,0.062
AMAZONAS,2016-07-03,3.438,0.443
BAHIA,2016-07-03,3.647,0.219
CEARA,2016-07-03,3.963,0.071
DISTRITO FEDERAL,2016-07-03,3.6010000000000004,0.059
ESPIRITO SANTO,2016-07-03,3.632,0.138
GOIAS,2016-07-03,3.723,0.13
MARANHAO,2016-07-03,3.564,0.201
MATO GROSSO,2016-07-03,3.717,0.179
MATO GROSSO DO SUL,2016-07-03,3.454,0.234
MINAS GERAIS,2016-07-03,3.699,0.149
PARA,2016-07-03,3.996,0.2
PARAIBA,2016-07-03,3.639,0.16899999999999998
PARANA,2016-07-03,3.592,0.142
PERNAMBUCO,2016-07-03,3.751,0.146
PIAUI,2016-07-03,3.609,0.154
RIO DE JANEIRO,2016-07-03,3.896,0.173
RIO GRANDE DO NORTE,2016-07-03,3.808,0.077
RIO GRANDE DO SUL,2016-07-03,3.82,0.184
RONDONIA,2016-07-03,3.863,0.153
RORAIMA,2016-07-03,3.899,0.034
SANTA CATARINA,2016-07-03,3.4360000000000004,0.195
SAO PAULO,2016-07-03,3.459,0.151
SERGIPE,2016-07-03,3.593,0.114
TOCANTINS,2016-07-03,3.88,0.108
ACRE,2016-07-10,4.075,0.236
ALAGOAS,2016-07-10,3.729,0.19
AMAPA,2016-07-10,3.664,0.08199999999999999
AMAZONAS,2016-07-10,3.859,0.265
BAHIA,2016-07-10,3.831,0.196
CEARA,2016-07-10,3.957,0.07200000000000001
DISTRITO FEDERAL,2016-07-10,3.614,0.061
ESPIRITO SANTO,2016-07-10,3.626,0.134
GOIAS,2016-07-10,3.716,0.136
MARANHAO,2016-07-10,3.562,0.201
MATO GROSSO,2016-07-10,3.718,0.181
MATO GROSSO DO SUL,2016-07-10,3.454,0.237
MINAS GERAIS,2016-07-10,3.661,0.157
PARA,2016-07-10,4.002,0.191
PARAIBA,2016-07-10,3.622,0.172
PARANA,2016-07-10,3.572,0.14800000000000002
PERNAMBUCO,2016-07-10,3.722,0.155
PIAUI,2016-07-10,3.617,0.15
RIO DE JANEIRO,2016-07-10,3.914,0.18
RIO GRANDE DO NORTE,2016-07-10,3.803,0.097
RIO GRANDE DO SUL,2016-07-10,3.797,0.193
RONDONIA,2016-07-10,3.88,0.145
RORAIMA,2016-07-10,3.881,0.04
SANTA CATARINA,2016-07-10,3.4410000000000003,0.193
SAO PAULO,2016-07-10,3.432,0.153
SERGIPE,2016-07-10,3.5860000000000003,0.125
TOCANTINS,2016-07-10,3.881,0.11
ACRE,2016-07-17,4.064,0.242
ALAGOAS,2016-07-17,3.674,0.218
AMAPA,2016-07-17,3.638,0.08
AMAZONAS,2016-07-17,3.864,0.269
BAHIA,2016-07-17,3.869,0.173
CEARA,2016-07-17,3.953,0.073
DISTRITO FEDERAL,2016-07-17,3.59,0.032
ESPIRITO SANTO,2016-07-17,3.642,0.136
GOIAS,2016-07-17,3.708,0.134
MARANHAO,2016-07-17,3.56,0.202
MATO GROSSO,2016-07-17,3.72,0.179
MATO GROSSO DO SUL,2016-07-17,3.423,0.259
MINAS GERAIS,2016-07-17,3.683,0.154
PARA,2016-07-17,3.971,0.199
PARAIBA,2016-07-17,3.628,0.173
PARANA,2016-07-17,3.5810000000000004,0.14300000000000002
PERNAMBUCO,2016-07-17,3.698,0.165
PIAUI,2016-07-17,3.593,0.14400000000000002
RIO DE JANEIRO,2016-07-17,3.888,0.17600000000000002
RIO GRANDE DO NORTE,2016-07-17,3.808,0.073
RIO GRANDE DO SUL,2016-07-17,3.803,0.188
RONDONIA,2016-07-17,3.839,0.168
RORAIMA,2016-07-17,3.878,0.037000000000000005
SANTA CATARINA,2016-07-17,3.475,0.191
SAO PAULO,2016-07-17,3.4410000000000003,0.157
SERGIPE,2016-07-17,3.567,0.131
TOCANTINS,2016-07-17,3.878,0.125
ACRE,2016-07-24,4.07,0.238
ALAGOAS,2016-07-24,3.744,0.197
AMAPA,2016-07-24,3.7,0.108
AMAZONAS,2016-07-24,3.867,0.266
BAHIA,2016-07-24,3.878,0.135
CEARA,2016-07-24,3.952,0.086
DISTRITO FEDERAL,2016-07-24,3.607,0.071
ESPIRITO SANTO,2016-07-24,3.64,0.127
GOIAS,2016-07-24,3.741,0.14
MARANHAO,2016-07-24,3.543,0.207
MATO GROSSO,2016-07-24,3.714,0.175
MATO GROSSO DO SUL,2016-07-24,3.431,0.253
MINAS GERAIS,2016-07-24,3.681,0.152
PARA,2016-07-24,3.975,0.198
PARAIBA,2016-07-24,3.627,0.171
PARANA,2016-07-24,3.562,0.151
PERNAMBUCO,2016-07-24,3.658,0.18600000000000005
PIAUI,2016-07-24,3.588,0.14400000000000002
RIO DE JANEIRO,2016-07-24,3.918,0.181
RIO GRANDE DO NORTE,2016-07-24,3.793,0.08
RIO GRANDE DO SUL,2016-07-24,3.83,0.185
RONDONIA,2016-07-24,3.839,0.168
RORAIMA,2016-07-24,3.861,0.033
SANTA CATARINA,2016-07-24,3.502,0.177
SAO PAULO,2016-07-24,3.428,0.156
SERGIPE,2016-07-24,3.555,0.133
TOCANTINS,2016-07-24,3.878,0.125
ACRE,2016-07-31,4.064,0.24
ALAGOAS,2016-07-31,3.788,0.174
AMAPA,2016-07-31,3.687,0.105
AMAZONAS,2016-07-31,3.867,0.258
BAHIA,2016-07-31,3.857,0.13
CEARA,2016-07-31,3.943,0.08199999999999999
DISTRITO FEDERAL,2016-07-31,3.585,0.067
ESPIRITO SANTO,2016-07-31,3.656,0.124
GOIAS,2016-07-31,3.74,0.14800000000000002
MARANHAO,2016-07-31,3.5610000000000004,0.211
MATO GROSSO,2016-07-31,3.712,0.173
MATO GROSSO DO SUL,2016-07-31,3.406,0.262
MINAS GERAIS,2016-07-31,3.668,0.14800000000000002
PARA,2016-07-31,3.991,0.2
PARAIBA,2016-07-31,3.618,0.166
PARANA,2016-07-31,3.5780000000000003,0.149
PERNAMBUCO,2016-07-31,3.688,0.179
PIAUI,2016-07-31,3.588,0.133
RIO DE JANEIRO,2016-07-31,3.879,0.17800000000000002
RIO GRANDE DO NORTE,2016-07-31,3.789,0.087
RIO GRANDE DO SUL,2016-07-31,3.829,0.188
RONDONIA,2016-07-31,3.864,0.165
RORAIMA,2016-07-31,3.879,0.031
SANTA CATARINA,2016-07-31,3.503,0.172
SAO PAULO,2016-07-31,3.454,0.154
SERGIPE,2016-07-31,3.537,0.117
TOCANTINS,2016-07-31,3.86,0.12
ACRE,2016-08-07,4.069,0.239
ALAGOAS,2016-08-07,3.795,0.153
AMAPA,2016-08-07,3.686,0.083
AMAZONAS,2016-08-07,3.772,0.312
BAHIA,2016-08-07,3.847,0.135
CEARA,2016-08-07,3.942,0.08800000000000001
DISTRITO FEDERAL,2016-08-07,3.608,0.083
ESPIRITO SANTO,2016-08-07,3.699,0.097
GOIAS,2016-08-07,3.765,0.131
MARANHAO,2016-08-07,3.565,0.211
MATO GROSSO,2016-08-07,3.705,0.177
MATO GROSSO DO SUL,2016-08-07,3.4160000000000004,0.253
MINAS GERAIS,2016-08-07,3.685,0.15
PARA,2016-08-07,3.984,0.201
PARAIBA,2016-08-07,3.621,0.158
PARANA,2016-08-07,3.562,0.156
PERNAMBUCO,2016-08-07,3.677,0.188
PIAUI,2016-08-07,3.609,0.13
RIO DE JANEIRO,2016-08-07,3.896,0.17800000000000002
RIO GRANDE DO NORTE,2016-08-07,3.783,0.085
RIO GRANDE DO SUL,2016-08-07,3.84,0.183
RONDONIA,2016-08-07,3.85,0.163
RORAIMA,2016-08-07,3.878,0.025
SANTA CATARINA,2016-08-07,3.511,0.17
SAO PAULO,2016-08-07,3.4530000000000003,0.151
SERGIPE,2016-08-07,3.536,0.128
TOCANTINS,2016-08-07,3.86,0.123
ACRE,2016-08-14,4.062,0.235
ALAGOAS,2016-08-14,3.795,0.138
AMAPA,2016-08-14,3.68,0.08800000000000001
AMAZONAS,2016-08-14,3.863,0.262
BAHIA,2016-08-14,3.78,0.149
CEARA,2016-08-14,3.941,0.08800000000000001
DISTRITO FEDERAL,2016-08-14,3.55,0.07200000000000001
ESPIRITO SANTO,2016-08-14,3.694,0.103
GOIAS,2016-08-14,3.769,0.125
MARANHAO,2016-08-14,3.547,0.222
MATO GROSSO,2016-08-14,3.698,0.17800000000000002
MATO GROSSO DO SUL,2016-08-14,3.409,0.264
MINAS GERAIS,2016-08-14,3.701,0.14800000000000002
PARA,2016-08-14,3.984,0.197
PARAIBA,2016-08-14,3.624,0.158
PARANA,2016-08-14,3.5860000000000003,0.15
PERNAMBUCO,2016-08-14,3.661,0.197
PIAUI,2016-08-14,3.592,0.134
RIO DE JANEIRO,2016-08-14,3.889,0.17600000000000002
RIO GRANDE DO NORTE,2016-08-14,3.745,0.106
RIO GRANDE DO SUL,2016-08-14,3.842,0.188
RONDONIA,2016-08-14,3.849,0.163
RORAIMA,2016-08-14,3.887,0.032
SANTA CATARINA,2016-08-14,3.513,0.171
SAO PAULO,2016-08-14,3.447,0.152
SERGIPE,2016-08-14,3.539,0.121
TOCANTINS,2016-08-14,3.868,0.115
ACRE,2016-08-21,4.0710000000000015,0.231
ALAGOAS,2016-08-21,3.796,0.139
AMAPA,2016-08-21,3.679,0.083
AMAZONAS,2016-08-21,3.861,0.262
BAHIA,2016-08-21,3.79,0.15
CEARA,2016-08-21,3.943,0.09
DISTRITO FEDERAL,2016-08-21,3.582,0.104
ESPIRITO SANTO,2016-08-21,3.702,0.093
GOIAS,2016-08-21,3.734,0.128
MARANHAO,2016-08-21,3.554,0.219
MATO GROSSO,2016-08-21,3.713,0.155
MATO GROSSO DO SUL,2016-08-21,3.424,0.257
MINAS GERAIS,2016-08-21,3.684,0.147
PARA,2016-08-21,3.994,0.191
PARAIBA,2016-08-21,3.633,0.152
PARANA,2016-08-21,3.565,0.159
PERNAMBUCO,2016-08-21,3.627,0.214
PIAUI,2016-08-21,3.582,0.131
RIO DE JANEIRO,2016-08-21,3.893,0.179
RIO GRANDE DO NORTE,2016-08-21,3.788,0.08900000000000001
RIO GRANDE DO SUL,2016-08-21,3.838,0.187
RONDONIA,2016-08-21,3.873,0.151
RORAIMA,2016-08-21,3.858,0.047
SANTA CATARINA,2016-08-21,3.518,0.16699999999999998
SAO PAULO,2016-08-21,3.423,0.158
SERGIPE,2016-08-21,3.539,0.121
TOCANTINS,2016-08-21,3.867,0.115
ACRE,2016-08-28,4.067,0.233
ALAGOAS,2016-08-28,3.78,0.133
AMAPA,2016-08-28,3.709,0.102
AMAZONAS,2016-08-28,3.881,0.241
BAHIA,2016-08-28,3.714,0.17
CEARA,2016-08-28,3.933,0.09
DISTRITO FEDERAL,2016-08-28,3.51,0.11
ESPIRITO SANTO,2016-08-28,3.71,0.103
GOIAS,2016-08-28,3.741,0.127
MARANHAO,2016-08-28,3.5380000000000003,0.229
MATO GROSSO,2016-08-28,3.709,0.158
MATO GROSSO DO SUL,2016-08-28,3.422,0.255
MINAS GERAIS,2016-08-28,3.683,0.152
PARA,2016-08-28,3.996,0.199
PARAIBA,2016-08-28,3.624,0.147
PARANA,2016-08-28,3.607,0.149
PERNAMBUCO,2016-08-28,3.609,0.222
PIAUI,2016-08-28,3.58,0.139
RIO DE JANEIRO,2016-08-28,3.891,0.17
RIO GRANDE DO NORTE,2016-08-28,3.784,0.095
RIO GRANDE DO SUL,2016-08-28,3.844,0.183
RONDONIA,2016-08-28,3.866,0.15
RORAIMA,2016-08-28,3.862,0.042
SANTA CATARINA,2016-08-28,3.512,0.18
SAO PAULO,2016-08-28,3.455,0.153
SERGIPE,2016-08-28,3.5610000000000004,0.117
TOCANTINS,2016-08-28,3.86,0.14400000000000002
ACRE,2016-09-04,4.0710000000000015,0.231
ALAGOAS,2016-09-04,3.799,0.132
AMAPA,2016-09-04,3.609,0.073
AMAZONAS,2016-09-04,3.874,0.233
BAHIA,2016-09-04,3.689,0.17800000000000002
CEARA,2016-09-04,3.931,0.084
DISTRITO FEDERAL,2016-09-04,3.544,0.085
ESPIRITO SANTO,2016-09-04,3.742,0.086
GOIAS,2016-09-04,3.738,0.133
MARANHAO,2016-09-04,3.549,0.22
MATO GROSSO,2016-09-04,3.701,0.153
MATO GROSSO DO SUL,2016-09-04,3.404,0.264
MINAS GERAIS,2016-09-04,3.678,0.155
PARA,2016-09-04,3.996,0.206
PARAIBA,2016-09-04,3.658,0.136
PARANA,2016-09-04,3.626,0.139
PERNAMBUCO,2016-09-04,3.617,0.228
PIAUI,2016-09-04,3.577,0.141
RIO DE JANEIRO,2016-09-04,3.982,0.18
RIO GRANDE DO NORTE,2016-09-04,3.746,0.107
RIO GRANDE DO SUL,2016-09-04,3.844,0.182
RONDONIA,2016-09-04,3.836,0.16699999999999998
RORAIMA,2016-09-04,3.854,0.036000000000000004
SANTA CATARINA,2016-09-04,3.528,0.16699999999999998
SAO PAULO,2016-09-04,3.446,0.154
SERGIPE,2016-09-04,3.579,0.114
TOCANTINS,2016-09-04,3.856,0.14400000000000002
ACRE,2016-09-11,4.066,0.228
ALAGOAS,2016-09-11,3.777,0.14300000000000002
AMAPA,2016-09-11,3.658,0.078
AMAZONAS,2016-09-11,3.874,0.234
BAHIA,2016-09-11,3.646,0.204
CEARA,2016-09-11,3.932,0.087
DISTRITO FEDERAL,2016-09-11,3.534,0.108
ESPIRITO SANTO,2016-09-11,3.718,0.1
GOIAS,2016-09-11,3.748,0.126
MARANHAO,2016-09-11,3.5660000000000003,0.2
MATO GROSSO,2016-09-11,3.71,0.146
MATO GROSSO DO SUL,2016-09-11,3.4330000000000003,0.249
MINAS GERAIS,2016-09-11,3.675,0.156
PARA,2016-09-11,3.997,0.206
PARAIBA,2016-09-11,3.638,0.146
PARANA,2016-09-11,3.624,0.136
PERNAMBUCO,2016-09-11,3.627,0.226
PIAUI,2016-09-11,3.583,0.139
RIO DE JANEIRO,2016-09-11,3.892,0.173
RIO GRANDE DO NORTE,2016-09-11,3.832,0.081
RIO GRANDE DO SUL,2016-09-11,3.843,0.183
RONDONIA,2016-09-11,3.853,0.179
RORAIMA,2016-09-11,3.848,0.039
SANTA CATARINA,2016-09-11,3.518,0.16899999999999998
SAO PAULO,2016-09-11,3.455,0.155
SERGIPE,2016-09-11,3.5780000000000003,0.114
TOCANTINS,2016-09-11,3.87,0.109
ACRE,2016-09-18,4.086,0.217
ALAGOAS,2016-09-18,3.798,0.14300000000000002
AMAPA,2016-09-18,3.665,0.076
AMAZONAS,2016-09-18,3.84,0.259
BAHIA,2016-09-18,3.62,0.224
CEARA,2016-09-18,3.93,0.08900000000000001
DISTRITO FEDERAL,2016-09-18,3.491,0.154
ESPIRITO SANTO,2016-09-18,3.729,0.092
GOIAS,2016-09-18,3.777,0.129
MARANHAO,2016-09-18,3.5610000000000004,0.202
MATO GROSSO,2016-09-18,3.701,0.138
MATO GROSSO DO SUL,2016-09-18,3.425,0.256
MINAS GERAIS,2016-09-18,3.632,0.171
PARA,2016-09-18,3.999,0.206
PARAIBA,2016-09-18,3.609,0.151
PARANA,2016-09-18,3.638,0.127
PERNAMBUCO,2016-09-18,3.61,0.227
PIAUI,2016-09-18,3.592,0.136
RIO DE JANEIRO,2016-09-18,3.913,0.17
RIO GRANDE DO NORTE,2016-09-18,3.792,0.087
RIO GRANDE DO SUL,2016-09-18,3.848,0.181
RONDONIA,2016-09-18,3.851,0.177
RORAIMA,2016-09-18,3.864,0.037000000000000005
SANTA CATARINA,2016-09-18,3.525,0.168
SAO PAULO,2016-09-18,3.432,0.155
SERGIPE,2016-09-18,3.579,0.114
TOCANTINS,2016-09-18,3.871,0.109
ACRE,2016-09-25,4.123,0.195
ALAGOAS,2016-09-25,3.799,0.138
AMAPA,2016-09-25,3.665,0.076
AMAZONAS,2016-09-25,3.795,0.282
BAHIA,2016-09-25,3.624,0.228
CEARA,2016-09-25,3.936,0.084
DISTRITO FEDERAL,2016-09-25,3.536,0.11
ESPIRITO SANTO,2016-09-25,3.7,0.111
GOIAS,2016-09-25,3.776,0.125
MARANHAO,2016-09-25,3.576,0.194
MATO GROSSO,2016-09-25,3.706,0.149
MATO GROSSO DO SUL,2016-09-25,3.4410000000000003,0.236
MINAS GERAIS,2016-09-25,3.666,0.161
PARA,2016-09-25,3.994,0.209
PARAIBA,2016-09-25,3.626,0.147
PARANA,2016-09-25,3.643,0.125
PERNAMBUCO,2016-09-25,3.587,0.231
PIAUI,2016-09-25,3.574,0.14300000000000002
RIO DE JANEIRO,2016-09-25,3.91,0.173
RIO GRANDE DO NORTE,2016-09-25,3.776,0.087
RIO GRANDE DO SUL,2016-09-25,3.84,0.185
RONDONIA,2016-09-25,3.852,0.17600000000000002
RORAIMA,2016-09-25,3.849,0.039
SANTA CATARINA,2016-09-25,3.528,0.163
SAO PAULO,2016-09-25,3.463,0.152
SERGIPE,2016-09-25,3.621,0.126
TOCANTINS,2016-09-25,3.871,0.106
ACRE,2016-10-02,4.141,0.183
ALAGOAS,2016-10-02,3.793,0.14
AMAPA,2016-10-02,3.667,0.086
AMAZONAS,2016-10-02,3.796,0.254
BAHIA,2016-10-02,3.722,0.197
CEARA,2016-10-02,3.881,0.096
DISTRITO FEDERAL,2016-10-02,3.49,0.172
ESPIRITO SANTO,2016-10-02,3.712,0.104
GOIAS,2016-10-02,3.791,0.127
MARANHAO,2016-10-02,3.557,0.2
MATO GROSSO,2016-10-02,3.697,0.149
MATO GROSSO DO SUL,2016-10-02,3.455,0.241
MINAS GERAIS,2016-10-02,3.688,0.153
PARA,2016-10-02,4.002,0.199
PARAIBA,2016-10-02,3.648,0.149
PARANA,2016-10-02,3.653,0.131
PERNAMBUCO,2016-10-02,3.596,0.229
PIAUI,2016-10-02,3.569,0.146
RIO DE JANEIRO,2016-10-02,3.913,0.168
RIO GRANDE DO NORTE,2016-10-02,3.87,0.062
RIO GRANDE DO SUL,2016-10-02,3.834,0.185
RONDONIA,2016-10-02,3.836,0.181
RORAIMA,2016-10-02,3.863,0.039
SANTA CATARINA,2016-10-02,3.527,0.157
SAO PAULO,2016-10-02,3.448,0.154
SERGIPE,2016-10-02,3.65,0.126
TOCANTINS,2016-10-02,3.846,0.107
ACRE,2016-10-09,4.134,0.188
ALAGOAS,2016-10-09,3.797,0.138
AMAPA,2016-10-09,3.668,0.086
AMAZONAS,2016-10-09,3.798,0.266
BAHIA,2016-10-09,3.79,0.165
CEARA,2016-10-09,3.86,0.093
DISTRITO FEDERAL,2016-10-09,3.357,0.127
ESPIRITO SANTO,2016-10-09,3.71,0.113
GOIAS,2016-10-09,3.835,0.138
MARANHAO,2016-10-09,3.574,0.192
MATO GROSSO,2016-10-09,3.712,0.152
MATO GROSSO DO SUL,2016-10-09,3.47,0.242
MINAS GERAIS,2016-10-09,3.705,0.14800000000000002
PARA,2016-10-09,4.004,0.206
PARAIBA,2016-10-09,3.641,0.145
PARANA,2016-10-09,3.653,0.126
PERNAMBUCO,2016-10-09,3.611,0.221
PIAUI,2016-10-09,3.589,0.138
RIO DE JANEIRO,2016-10-09,3.865,0.173
RIO GRANDE DO NORTE,2016-10-09,3.827,0.056
RIO GRANDE DO SUL,2016-10-09,3.84,0.18600000000000005
RONDONIA,2016-10-09,3.831,0.17600000000000002
RORAIMA,2016-10-09,3.858,0.035
SANTA CATARINA,2016-10-09,3.525,0.159
SAO PAULO,2016-10-09,3.458,0.154
SERGIPE,2016-10-09,3.648,0.125
TOCANTINS,2016-10-09,3.842,0.116
ACRE,2016-10-16,4.122,0.193
ALAGOAS,2016-10-16,3.788,0.134
AMAPA,2016-10-16,3.698,0.114
AMAZONAS,2016-10-16,3.63,0.341
BAHIA,2016-10-16,3.817,0.13699999999999998
CEARA,2016-10-16,3.83,0.104
DISTRITO FEDERAL,2016-10-16,3.5580000000000003,0.12
ESPIRITO SANTO,2016-10-16,3.693,0.124
GOIAS,2016-10-16,3.829,0.141
MARANHAO,2016-10-16,3.564,0.197
MATO GROSSO,2016-10-16,3.708,0.157
MATO GROSSO DO SUL,2016-10-16,3.499,0.222
MINAS GERAIS,2016-10-16,3.733,0.135
PARA,2016-10-16,4.004,0.205
PARAIBA,2016-10-16,3.638,0.145
PARANA,2016-10-16,3.654,0.124
PERNAMBUCO,2016-10-16,3.614,0.227
PIAUI,2016-10-16,3.573,0.14400000000000002
RIO DE JANEIRO,2016-10-16,3.95,0.16899999999999998
RIO GRANDE DO NORTE,2016-10-16,3.859,0.045
RIO GRANDE DO SUL,2016-10-16,3.842,0.19
RONDONIA,2016-10-16,3.844,0.165
RORAIMA,2016-10-16,3.85,0.035
SANTA CATARINA,2016-10-16,3.522,0.159
SAO PAULO,2016-10-16,3.472,0.14800000000000002
SERGIPE,2016-10-16,3.647,0.125
TOCANTINS,2016-10-16,3.841,0.116
ACRE,2016-10-23,4.117,0.197
ALAGOAS,2016-10-23,3.804,0.142
AMAPA,2016-10-23,3.713,0.108
AMAZONAS,2016-10-23,3.575,0.37
BAHIA,2016-10-23,3.807,0.133
CEARA,2016-10-23,3.834,0.102
DISTRITO FEDERAL,2016-10-23,3.465,0.084
ESPIRITO SANTO,2016-10-23,3.667,0.139
GOIAS,2016-10-23,3.863,0.127
MARANHAO,2016-10-23,3.543,0.209
MATO GROSSO,2016-10-23,3.719,0.154
MATO GROSSO DO SUL,2016-10-23,3.488,0.239
MINAS GERAIS,2016-10-23,3.732,0.13699999999999998
PARA,2016-10-23,4.004,0.208
PARAIBA,2016-10-23,3.633,0.14400000000000002
PARANA,2016-10-23,3.666,0.126
PERNAMBUCO,2016-10-23,3.688,0.197
PIAUI,2016-10-23,3.579,0.135
RIO DE JANEIRO,2016-10-23,3.918,0.165
RIO GRANDE DO NORTE,2016-10-23,3.85,0.056
RIO GRANDE DO SUL,2016-10-23,3.836,0.183
RONDONIA,2016-10-23,3.855,0.155
RORAIMA,2016-10-23,3.854,0.043
SANTA CATARINA,2016-10-23,3.522,0.16
SAO PAULO,2016-10-23,3.48,0.147
SERGIPE,2016-10-23,3.648,0.125
TOCANTINS,2016-10-23,3.819,0.119
ACRE,2016-10-30,4.121,0.194
ALAGOAS,2016-10-30,3.77,0.14300000000000002
AMAPA,2016-10-30,3.713,0.108
AMAZONAS,2016-10-30,3.548,0.378
BAHIA,2016-10-30,3.797,0.135
CEARA,2016-10-30,3.786,0.121
DISTRITO FEDERAL,2016-10-30,3.516,0.084
ESPIRITO SANTO,2016-10-30,3.678,0.134
GOIAS,2016-10-30,3.863,0.126
MARANHAO,2016-10-30,3.526,0.213
MATO GROSSO,2016-10-30,3.705,0.157
MATO GROSSO DO SUL,2016-10-30,3.5,0.232
MINAS GERAIS,2016-10-30,3.717,0.142
PARA,2016-10-30,4.004,0.209
PARAIBA,2016-10-30,3.623,0.139
PARANA,2016-10-30,3.657,0.138
PERNAMBUCO,2016-10-30,3.662,0.177
PIAUI,2016-10-30,3.5780000000000003,0.134
RIO DE JANEIRO,2016-10-30,3.94,0.175
RIO GRANDE DO NORTE,2016-10-30,3.851,0.051
RIO GRANDE DO SUL,2016-10-30,3.837,0.188
RONDONIA,2016-10-30,3.836,0.16899999999999998
RORAIMA,2016-10-30,3.859,0.045
SANTA CATARINA,2016-10-30,3.5380000000000003,0.157
SAO PAULO,2016-10-30,3.514,0.145
SERGIPE,2016-10-30,3.646,0.124
TOCANTINS,2016-10-30,3.817,0.119
ACRE,2016-11-06,4.13,0.193
ALAGOAS,2016-11-06,3.801,0.146
AMAPA,2016-11-06,3.715,0.109
AMAZONAS,2016-11-06,3.584,0.365
BAHIA,2016-11-06,3.787,0.136
CEARA,2016-11-06,3.779,0.14
DISTRITO FEDERAL,2016-11-06,3.467,0.084
ESPIRITO SANTO,2016-11-06,3.654,0.14800000000000002
GOIAS,2016-11-06,3.858,0.123
MARANHAO,2016-11-06,3.518,0.218
MATO GROSSO,2016-11-06,3.725,0.16
MATO GROSSO DO SUL,2016-11-06,3.516,0.24
MINAS GERAIS,2016-11-06,3.748,0.13699999999999998
PARA,2016-11-06,4.012,0.203
PARAIBA,2016-11-06,3.614,0.14300000000000002
PARANA,2016-11-06,3.668,0.134
PERNAMBUCO,2016-11-06,3.702,0.157
PIAUI,2016-11-06,3.577,0.13699999999999998
RIO DE JANEIRO,2016-11-06,3.964,0.171
RIO GRANDE DO NORTE,2016-11-06,3.824,0.064
RIO GRANDE DO SUL,2016-11-06,3.827,0.189
RONDONIA,2016-11-06,3.841,0.16399999999999998
RORAIMA,2016-11-06,3.851,0.034
SANTA CATARINA,2016-11-06,3.548,0.152
SAO PAULO,2016-11-06,3.51,0.145
SERGIPE,2016-11-06,3.656,0.136
TOCANTINS,2016-11-06,3.816,0.124
ACRE,2016-11-13,4.129,0.194
ALAGOAS,2016-11-13,3.777,0.142
AMAPA,2016-11-13,3.698,0.116
AMAZONAS,2016-11-13,3.632,0.349
BAHIA,2016-11-13,3.764,0.139
CEARA,2016-11-13,3.802,0.126
DISTRITO FEDERAL,2016-11-13,3.5610000000000004,0.124
ESPIRITO SANTO,2016-11-13,3.656,0.142
GOIAS,2016-11-13,3.848,0.123
MARANHAO,2016-11-13,3.53,0.214
MATO GROSSO,2016-11-13,3.714,0.163
MATO GROSSO DO SUL,2016-11-13,3.528,0.232
MINAS GERAIS,2016-11-13,3.725,0.142
PARA,2016-11-13,3.999,0.21
PARAIBA,2016-11-13,3.618,0.14300000000000002
PARANA,2016-11-13,3.646,0.14400000000000002
PERNAMBUCO,2016-11-13,3.692,0.163
PIAUI,2016-11-13,3.557,0.14400000000000002
RIO DE JANEIRO,2016-11-13,3.955,0.172
RIO GRANDE DO NORTE,2016-11-13,3.818,0.076
RIO GRANDE DO SUL,2016-11-13,3.826,0.192
RONDONIA,2016-11-13,3.86,0.155
RORAIMA,2016-11-13,3.84,0.025
SANTA CATARINA,2016-11-13,3.559,0.159
SAO PAULO,2016-11-13,3.495,0.147
SERGIPE,2016-11-13,3.663,0.138
TOCANTINS,2016-11-13,3.814,0.123
ACRE,2016-11-20,4.135,0.192
ALAGOAS,2016-11-20,3.804,0.142
AMAPA,2016-11-20,3.658,0.077
AMAZONAS,2016-11-20,3.463,0.39
BAHIA,2016-11-20,3.725,0.151
CEARA,2016-11-20,3.772,0.13699999999999998
DISTRITO FEDERAL,2016-11-20,3.568,0.136
ESPIRITO SANTO,2016-11-20,3.642,0.155
GOIAS,2016-11-20,3.802,0.121
MARANHAO,2016-11-20,3.534,0.208
MATO GROSSO,2016-11-20,3.711,0.16899999999999998
MATO GROSSO DO SUL,2016-11-20,3.504,0.254
MINAS GERAIS,2016-11-20,3.729,0.141
PARA,2016-11-20,3.999,0.208
PARAIBA,2016-11-20,3.575,0.14300000000000002
PARANA,2016-11-20,3.645,0.14400000000000002
PERNAMBUCO,2016-11-20,3.607,0.189
PIAUI,2016-11-20,3.554,0.133
RIO DE JANEIRO,2016-11-20,3.921,0.16899999999999998
RIO GRANDE DO NORTE,2016-11-20,3.823,0.066
RIO GRANDE DO SUL,2016-11-20,3.823,0.193
RONDONIA,2016-11-20,3.849,0.154
RORAIMA,2016-11-20,3.84,0.037000000000000005
SANTA CATARINA,2016-11-20,3.551,0.156
SAO PAULO,2016-11-20,3.515,0.14300000000000002
SERGIPE,2016-11-20,3.657,0.153
TOCANTINS,2016-11-20,3.727,0.149
ACRE,2016-11-27,4.125,0.197
