TP_ESCOLA,TP_ENSINO,SG_UF_RESIDENCIA,NU_IDADE,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TP_STATUS_REDACAO,NU_NOTA_REDACAO
1,1.0,SP,18.0,F,0.0,3,570.2,625.6,548.6,614.4,1.0,560.0
1,1.0,CE,19.0,F,0.0,3,497.0,477.4,346.5,429.7,1.0,580.0
1,,CE,20.0,F,,3,383.7,495.5,475.1,542.0,1.0,320.0
1,1.0,PR,29.0,F,0.0,3,418.6,567.7,466.0,476.7,1.0,360.0
1,3.0,RO,38.0,F,1.0,3,490.5,419.3,464.0,487.0,7.0,0.0
1,3.0,PR,39.0,F,2.0,1,558.4,626.3,569.2,466.8,1.0,420.0
1,,PI,23.0,F,0.0,1,431.8,406.3,533.6,394.3,1.0,740.0
1,2.0,AL,43.0,M,1.0,3,482.0,610.7,534.1,528.0,1.0,440.0
2,1.0,ES,18.0,F,0.0,1,563.2,645.9,595.1,523.0,1.0,540.0
2,1.0,BA,17.0,F,0.0,3,441.2,583.9,486.7,422.6,1.0,600.0
2,1.0,BA,18.0,F,0.0,3,380.5,526.6,410.0,480.8,1.0,540.0
1,1.0,PI,31.0,F,0.0,3,420.0,438.4,466.0,395.3,1.0,280.0
1,3.0,SP,21.0,M,0.0,3,410.1,589.3,501.4,387.1,1.0,780.0
1,,SP,18.0,M,0.0,1,533.8,437.0,546.3,461.4,1.0,320.0
1,1.0,MG,36.0,F,0.0,3,568.4,505.6,491.7,615.6,1.0,320.0
1,1.0,PA,47.0,M,,3,603.4,669.6,595.5,643.2,1.0,720.0
1,1.0,MG,20.0,F,0.0,3,431.0,491.9,360.1,412.2,1.0,720.0
1,1.0,CE,21.0,F,0.0,3,491.0,621.3,580.3,601.6,1.0,460.0
1,1.0,MA,17.0,M,0.0,2,533.3,654.6,608.1,595.7,1.0,900.0
1,,SP,24.0,M,0.0,1,568.5,666.4,610.3,505.0,1.0,780.0
2,1.0,MS,17.0,F,0.0,2,606.6,653.3,623.0,673.2,1.0,740.0
1,,MG,21.0,F,0.0,1,579.6,680.6,618.8,697.4,1.0,720.0
1,1.0,RN,19.0,M,0.0,1,548.0,650.7,588.9,612.1,1.0,780.0
1,1.0,SP,18.0,M,0.0,1,454.2,583.8,566.1,577.3,1.0,540.0
1,1.0,SP,18.0,F,0.0,1,634.5,613.4,629.2,573.3,1.0,720.0
1,1.0,SP,31.0,F,2.0,3,460.7,551.6,530.9,427.7,1.0,560.0
1,1.0,PE,18.0,F,0.0,1,517.9,535.5,557.2,451.5,1.0,360.0
1,1.0,PE,20.0,F,0.0,3,472.2,608.4,545.1,507.7,1.0,560.0
1,1.0,BA,21.0,F,0.0,3,385.4,581.8,521.0,424.0,1.0,560.0
2,1.0,MA,18.0,F,0.0,1,505.5,439.2,537.8,473.8,1.0,720.0
1,1.0,MG,28.0,F,0.0,3,524.7,621.3,572.4,450.6,1.0,480.0
1,3.0,BA,20.0,F,0.0,2,446.2,519.1,452.4,400.3,1.0,600.0
1,1.0,SP,19.0,F,0.0,3,563.8,608.9,575.1,527.6,1.0,440.0
1,1.0,PE,37.0,M,0.0,1,487.1,607.0,522.7,630.0,1.0,340.0
1,,BA,25.0,F,0.0,1,661.9,708.6,630.2,595.1,1.0,880.0
1,1.0,PB,19.0,F,0.0,3,481.6,607.0,515.2,507.4,1.0,480.0
1,1.0,GO,18.0,F,0.0,1,502.4,610.9,508.9,574.2,1.0,560.0
1,1.0,BA,20.0,F,0.0,2,426.1,524.6,469.0,436.9,1.0,380.0
1,1.0,RS,29.0,M,0.0,3,472.8,456.0,490.6,445.2,1.0,280.0
1,1.0,RJ,22.0,F,0.0,3,416.2,459.5,383.8,434.2,1.0,340.0
1,1.0,ES,29.0,F,1.0,3,564.0,696.4,636.8,451.5,1.0,700.0
1,1.0,MS,26.0,M,0.0,3,381.9,597.0,456.3,515.5,1.0,320.0
2,1.0,MA,19.0,M,0.0,3,529.9,475.7,359.0,413.4,1.0,280.0
1,3.0,SP,21.0,F,1.0,3,424.8,503.2,464.2,480.9,1.0,240.0
1,1.0,MG,34.0,F,0.0,1,429.3,536.2,519.6,451.5,1.0,500.0
1,1.0,SE,25.0,F,1.0,2,422.6,452.4,446.9,399.6,1.0,340.0
1,,RJ,52.0,M,,1,656.2,701.6,637.1,620.2,1.0,520.0
1,1.0,BA,21.0,F,0.0,3,422.5,631.7,604.5,441.4,1.0,320.0
1,,MA,18.0,M,0.0,0,664.0,653.7,587.4,699.3,1.0,740.0
2,1.0,SP,17.0,M,0.0,2,407.6,437.1,409.2,537.0,1.0,300.0
2,1.0,MG,18.0,F,0.0,1,550.8,554.4,566.3,493.4,1.0,620.0
1,1.0,MG,19.0,M,0.0,1,515.9,622.8,562.6,653.7,1.0,640.0
2,1.0,BA,20.0,M,0.0,3,592.8,591.1,554.1,447.0,1.0,420.0
1,1.0,SP,19.0,M,0.0,1,566.2,700.5,618.7,572.5,1.0,680.0
1,1.0,SP,19.0,F,0.0,2,464.0,568.5,487.9,494.0,1.0,340.0
1,1.0,SP,17.0,F,0.0,1,553.5,643.4,572.7,601.0,1.0,700.0
1,1.0,SP,18.0,F,0.0,3,489.9,603.1,579.9,571.2,1.0,400.0
1,1.0,CE,19.0,F,0.0,3,683.1,659.4,581.2,473.7,1.0,920.0
1,3.0,MG,19.0,F,0.0,2,456.9,525.9,424.0,425.4,1.0,340.0
2,1.0,PR,18.0,F,0.0,1,523.4,607.3,568.9,638.5,1.0,680.0
2,1.0,RN,18.0,F,0.0,5,433.1,428.1,427.4,398.8,1.0,340.0
1,1.0,PE,18.0,M,0.0,3,382.3,605.7,555.8,579.5,1.0,840.0
1,,MG,20.0,F,0.0,1,530.8,605.7,571.3,524.7,1.0,560.0
1,1.0,PA,29.0,F,1.0,3,492.0,626.6,593.8,607.2,1.0,340.0
1,1.0,MG,33.0,M,1.0,1,569.1,660.1,575.1,570.2,1.0,680.0
1,1.0,BA,19.0,F,0.0,3,395.5,537.9,461.1,446.5,1.0,760.0
2,1.0,PE,17.0,F,0.0,3,405.2,569.6,437.9,395.1,1.0,360.0
1,1.0,BA,27.0,F,1.0,2,419.6,398.7,393.7,444.6,1.0,280.0
1,,ES,16.0,M,0.0,2,539.1,670.1,624.2,706.2,1.0,680.0
1,1.0,CE,18.0,F,0.0,1,581.3,643.5,585.0,523.6,1.0,360.0
1,3.0,PB,22.0,M,0.0,1,463.7,491.5,496.6,443.7,1.0,200.0
1,1.0,MG,21.0,F,0.0,3,505.1,566.0,494.0,430.4,1.0,540.0
1,3.0,RJ,33.0,M,0.0,3,566.9,634.3,565.7,612.7,1.0,580.0
2,1.0,SP,17.0,M,0.0,3,468.9,623.5,497.3,557.5,1.0,440.0
1,1.0,RJ,39.0,F,2.0,3,397.5,625.4,554.9,437.7,1.0,300.0
2,1.0,BA,19.0,F,0.0,2,459.1,610.8,576.6,488.9,1.0,540.0
1,,SP,16.0,M,0.0,1,577.0,693.4,606.5,700.5,1.0,640.0
1,1.0,AM,23.0,F,0.0,3,453.8,459.3,433.8,461.9,1.0,380.0
4,1.0,RJ,17.0,F,0.0,1,601.6,734.2,659.1,657.1,1.0,900.0
1,3.0,RJ,22.0,F,0.0,3,460.0,540.0,477.9,495.2,1.0,580.0
1,1.0,MG,22.0,F,0.0,1,542.6,648.4,618.6,650.1,1.0,640.0
2,1.0,BA,17.0,F,0.0,2,490.9,658.4,576.7,463.5,1.0,760.0
1,1.0,BA,21.0,F,0.0,1,495.2,501.9,478.4,400.7,1.0,320.0
2,1.0,SP,18.0,F,0.0,1,423.7,657.6,595.2,444.4,1.0,540.0
1,1.0,RS,18.0,F,0.0,1,554.3,644.3,619.5,521.3,1.0,640.0
2,1.0,PA,18.0,F,0.0,3,513.2,491.4,399.0,392.9,1.0,360.0
1,,BA,35.0,M,1.0,3,532.2,473.0,506.8,514.1,1.0,540.0
2,1.0,PA,18.0,F,0.0,2,449.9,590.0,527.1,422.3,1.0,620.0
2,1.0,RJ,21.0,M,0.0,1,489.5,517.4,543.0,454.9,1.0,520.0
4,1.0,MA,17.0,F,0.0,1,585.0,651.6,559.1,530.2,1.0,780.0
2,1.0,CE,18.0,F,0.0,3,471.0,489.5,430.8,528.8,1.0,360.0
1,1.0,SP,24.0,F,0.0,1,543.0,634.6,590.5,553.4,1.0,360.0
1,1.0,PE,28.0,M,0.0,1,449.8,639.4,573.5,683.6,1.0,600.0
1,1.0,SP,18.0,F,0.0,1,531.1,583.0,544.4,598.4,1.0,540.0
1,1.0,GO,27.0,M,0.0,2,401.3,522.8,504.5,433.3,1.0,560.0
1,,BA,24.0,F,0.0,2,425.6,572.2,454.1,397.6,1.0,340.0
1,,MT,16.0,F,0.0,0,574.6,435.9,565.8,559.2,1.0,760.0
1,,MG,16.0,F,0.0,1,405.0,551.2,473.3,427.2,1.0,440.0
1,,AM,18.0,F,0.0,3,597.5,644.5,562.7,435.4,1.0,640.0
1,1.0,MG,19.0,M,0.0,3,506.6,637.3,472.1,539.4,1.0,600.0
1,1.0,PE,21.0,F,0.0,4,451.9,465.8,399.1,636.6,1.0,360.0
2,1.0,SP,17.0,F,0.0,2,537.6,580.6,546.7,504.6,1.0,560.0
1,1.0,PE,19.0,M,0.0,3,609.8,660.7,622.7,599.2,1.0,680.0
1,,PB,15.0,M,0.0,3,440.9,529.6,453.9,452.7,1.0,300.0
1,1.0,BA,19.0,M,0.0,3,393.4,569.1,571.6,508.7,1.0,540.0
2,1.0,AL,19.0,F,0.0,1,488.8,614.8,474.7,454.8,1.0,540.0
1,,CE,25.0,M,0.0,3,708.6,694.3,651.6,767.7,1.0,880.0
2,1.0,CE,18.0,F,0.0,3,436.4,410.2,506.7,394.0,1.0,440.0
1,,RO,19.0,M,0.0,3,467.5,622.3,482.5,678.4,1.0,640.0
1,,GO,20.0,F,0.0,3,526.7,623.7,574.3,464.8,1.0,700.0
1,,PR,18.0,F,0.0,1,474.6,587.6,543.2,423.8,1.0,540.0
1,1.0,AL,23.0,F,0.0,3,532.7,571.2,517.1,466.9,1.0,580.0
2,1.0,PE,20.0,M,0.0,1,490.1,465.6,436.2,538.2,2.0,0.0
2,1.0,AM,18.0,M,0.0,3,454.2,642.7,557.6,566.3,1.0,480.0
1,1.0,PR,34.0,F,0.0,1,454.6,605.7,562.4,513.5,1.0,680.0
1,3.0,RJ,27.0,F,0.0,3,434.6,555.6,491.3,463.5,1.0,260.0
1,,PE,22.0,F,0.0,4,457.0,604.9,467.6,447.2,1.0,760.0
1,,AP,20.0,F,0.0,2,382.7,479.3,541.7,439.1,1.0,320.0
1,,GO,19.0,F,0.0,1,455.5,437.4,525.1,431.7,1.0,340.0
1,1.0,RN,21.0,F,0.0,3,481.3,592.6,497.8,536.4,1.0,640.0
1,1.0,PR,18.0,F,0.0,1,559.7,615.7,553.0,645.4,1.0,860.0
1,1.0,BA,29.0,F,,2,424.8,612.4,508.0,408.3,1.0,380.0
2,3.0,GO,30.0,F,1.0,3,415.4,556.4,521.4,516.2,1.0,400.0
1,1.0,CE,20.0,F,0.0,3,520.7,586.6,523.1,515.6,1.0,320.0
1,1.0,PB,23.0,F,1.0,2,479.4,580.5,557.8,493.4,1.0,520.0
1,1.0,SP,22.0,F,0.0,1,592.8,651.4,632.0,677.5,1.0,720.0
2,1.0,RN,18.0,M,0.0,3,533.4,648.8,610.7,599.1,1.0,920.0
1,1.0,ES,23.0,M,0.0,3,419.5,621.8,560.4,613.8,1.0,480.0
1,,PE,26.0,M,0.0,0,613.3,699.7,627.9,705.6,1.0,760.0
1,1.0,SP,18.0,F,0.0,1,417.0,594.1,604.7,535.2,1.0,480.0
2,3.0,CE,20.0,M,0.0,3,424.0,486.4,406.5,465.9,1.0,220.0
2,1.0,PR,18.0,F,0.0,1,431.3,504.7,516.4,483.5,1.0,640.0
1,1.0,SP,29.0,F,0.0,1,525.9,584.4,536.1,500.1,1.0,600.0
2,1.0,PE,17.0,M,0.0,2,567.3,636.6,590.0,653.2,1.0,680.0
1,,MG,20.0,M,0.0,3,526.8,511.3,517.4,528.4,1.0,620.0
2,1.0,MG,17.0,F,0.0,1,547.1,569.5,521.6,543.7,1.0,620.0
1,1.0,RN,19.0,F,0.0,3,560.8,590.7,550.4,492.0,1.0,680.0
1,1.0,RS,40.0,F,1.0,1,437.9,649.4,493.0,538.2,1.0,540.0
1,1.0,PR,18.0,M,0.0,1,501.5,611.7,570.2,581.7,1.0,400.0
2,1.0,CE,18.0,F,0.0,3,507.8,540.0,603.0,706.7,1.0,660.0
2,1.0,SP,17.0,M,0.0,3,390.0,444.4,548.9,523.1,1.0,460.0
1,1.0,MT,32.0,M,0.0,2,462.9,637.3,516.5,513.9,1.0,260.0
1,1.0,MG,19.0,F,0.0,3,623.8,670.1,617.1,642.3,1.0,640.0
1,1.0,PA,23.0,M,0.0,3,627.7,662.8,608.7,674.0,1.0,700.0
2,1.0,CE,17.0,F,0.0,1,528.8,656.8,562.7,693.3,1.0,900.0
1,1.0,MG,28.0,F,1.0,1,513.6,487.1,526.5,494.5,1.0,600.0
1,1.0,RJ,27.0,F,0.0,1,525.9,670.9,588.9,563.2,1.0,460.0
1,,SP,16.0,F,0.0,1,572.2,636.6,622.2,701.7,1.0,440.0
1,3.0,SP,23.0,F,0.0,3,390.2,494.3,406.6,390.5,1.0,280.0
1,1.0,PB,23.0,F,0.0,3,419.5,541.9,468.2,477.1,1.0,300.0
2,1.0,RS,18.0,F,0.0,1,453.6,612.9,508.9,491.6,1.0,620.0
1,,PA,21.0,F,0.0,3,501.5,583.4,579.6,488.3,1.0,320.0
2,1.0,RS,19.0,M,0.0,1,653.5,681.7,639.4,788.4,1.0,660.0
1,1.0,PB,19.0,F,0.0,1,466.5,610.4,548.1,509.6,1.0,340.0
2,1.0,PE,20.0,F,0.0,3,419.0,611.1,586.7,520.4,1.0,500.0
2,1.0,SP,17.0,M,0.0,3,589.1,654.6,580.8,650.1,1.0,560.0
1,1.0,MG,17.0,F,0.0,3,453.1,614.6,462.9,533.8,1.0,360.0
1,,PR,21.0,M,0.0,1,715.9,729.0,701.5,710.8,1.0,840.0
1,1.0,CE,17.0,F,0.0,3,441.4,473.4,473.1,601.8,1.0,440.0
1,1.0,CE,21.0,F,0.0,3,456.9,568.7,587.1,598.1,1.0,580.0
1,1.0,PA,23.0,M,0.0,3,457.1,431.3,493.6,654.1,1.0,340.0
2,1.0,RS,19.0,F,0.0,1,380.9,545.8,429.5,472.0,1.0,660.0
2,1.0,MG,18.0,M,0.0,1,556.6,558.4,517.3,587.4,1.0,320.0
2,1.0,MG,18.0,F,0.0,3,511.0,476.0,483.5,460.6,1.0,560.0
4,1.0,MG,18.0,M,0.0,1,693.0,715.8,648.8,756.7,1.0,780.0
1,,MA,18.0,M,0.0,3,418.7,473.7,422.6,463.6,1.0,320.0
1,1.0,RJ,18.0,F,0.0,4,569.2,600.0,553.3,469.6,1.0,360.0
1,1.0,MT,18.0,F,0.0,3,616.6,666.4,587.7,692.6,1.0,920.0
2,1.0,PE,16.0,F,0.0,3,384.4,546.4,424.9,380.3,1.0,300.0
1,,PR,29.0,F,1.0,1,483.9,523.2,475.9,571.4,1.0,340.0
1,,CE,19.0,F,0.0,2,470.0,489.6,544.0,528.9,1.0,520.0
1,1.0,AC,20.0,F,0.0,3,465.1,633.6,540.4,471.8,1.0,360.0
1,3.0,PA,20.0,F,0.0,3,545.1,558.3,485.2,655.0,4.0,0.0
1,,MG,20.0,M,0.0,3,556.4,450.4,503.7,475.8,1.0,480.0
1,1.0,CE,18.0,F,0.0,3,428.5,505.1,516.0,571.4,1.0,460.0
2,1.0,SC,19.0,M,0.0,1,439.7,463.5,466.4,476.7,1.0,320.0
1,,PE,18.0,M,0.0,2,453.9,624.3,570.0,542.8,1.0,340.0
1,,PR,27.0,F,0.0,1,462.1,452.2,393.5,473.3,1.0,320.0
1,1.0,RJ,30.0,M,1.0,2,474.7,463.7,482.4,477.6,1.0,500.0
1,1.0,RS,24.0,F,0.0,1,558.7,624.8,600.1,407.3,1.0,600.0
1,3.0,SP,29.0,M,1.0,2,515.1,632.8,577.6,401.4,1.0,580.0
1,,MA,16.0,F,0.0,1,466.1,658.9,568.8,485.2,1.0,600.0
2,1.0,CE,18.0,F,0.0,3,526.6,643.1,589.3,580.9,1.0,720.0
1,1.0,MS,26.0,F,,1,506.9,508.0,502.1,474.1,1.0,320.0
2,1.0,BA,18.0,M,0.0,2,428.5,448.3,507.1,429.8,1.0,560.0
1,,PA,19.0,F,0.0,1,579.7,660.1,607.0,713.0,1.0,800.0
1,1.0,SP,24.0,F,0.0,1,422.2,586.7,531.6,440.1,1.0,680.0
1,,BA,22.0,F,0.0,3,409.2,570.7,485.5,481.1,1.0,560.0
2,1.0,SP,17.0,F,0.0,1,396.9,623.1,547.0,569.0,1.0,480.0
1,,BA,29.0,F,1.0,2,435.1,584.0,481.7,394.4,1.0,360.0
1,3.0,SP,19.0,F,0.0,3,396.2,570.6,489.9,406.3,1.0,280.0
2,1.0,PB,18.0,F,0.0,3,515.2,562.2,521.1,505.7,1.0,640.0
1,1.0,CE,19.0,F,0.0,3,546.1,526.7,531.3,547.2,1.0,720.0
1,,MG,40.0,F,0.0,1,588.0,676.2,625.1,447.3,1.0,700.0
2,3.0,BA,17.0,F,0.0,2,400.4,456.6,444.1,424.3,1.0,400.0
2,1.0,CE,17.0,M,0.0,3,615.6,624.0,516.1,452.5,1.0,560.0
1,3.0,MG,35.0,M,1.0,2,598.2,669.1,667.2,526.7,1.0,560.0
1,,PE,17.0,M,0.0,3,643.7,684.7,652.2,855.3,1.0,960.0
1,1.0,RJ,44.0,F,1.0,2,402.9,458.4,449.1,405.1,1.0,320.0
1,1.0,SE,22.0,F,0.0,3,449.3,514.4,473.9,370.4,1.0,400.0
2,1.0,CE,19.0,F,0.0,3,413.4,476.4,541.6,605.3,1.0,600.0
1,1.0,TO,20.0,F,,3,457.9,496.9,486.7,434.5,1.0,360.0
1,1.0,MA,18.0,M,0.0,3,606.3,594.2,558.0,682.6,1.0,940.0
2,1.0,CE,18.0,F,0.0,3,537.4,555.0,453.4,451.9,1.0,320.0
1,3.0,RS,38.0,M,0.0,2,546.0,598.8,552.3,435.4,1.0,500.0
1,,BA,19.0,F,1.0,3,532.2,530.4,520.0,515.7,1.0,460.0
2,1.0,RJ,18.0,F,0.0,3,482.7,610.4,562.6,510.8,1.0,400.0
1,1.0,MG,28.0,F,0.0,3,529.8,644.5,581.1,556.2,1.0,440.0
1,1.0,MG,30.0,F,0.0,1,434.3,536.5,499.0,448.7,1.0,480.0
2,1.0,SP,18.0,F,0.0,3,469.8,595.6,578.5,507.7,1.0,520.0
2,3.0,SP,45.0,F,1.0,1,485.7,591.7,455.7,515.5,1.0,320.0
1,1.0,AL,21.0,F,0.0,1,633.6,717.0,637.6,701.7,1.0,960.0
2,1.0,RS,18.0,F,,1,461.6,551.2,421.9,418.8,1.0,320.0
4,1.0,BA,17.0,F,0.0,3,668.2,698.3,602.3,705.2,1.0,940.0
1,1.0,MG,21.0,F,0.0,3,483.5,596.7,499.3,496.5,1.0,360.0
1,1.0,TO,19.0,M,0.0,3,424.3,655.7,597.8,416.0,1.0,820.0
1,,SC,23.0,M,0.0,3,470.1,639.4,588.1,502.8,1.0,660.0
1,1.0,PE,18.0,F,0.0,3,528.9,491.7,548.9,499.8,1.0,720.0
1,1.0,SP,18.0,F,0.0,3,508.9,595.4,583.3,653.5,1.0,560.0
2,1.0,RN,18.0,M,0.0,3,551.1,601.5,503.7,579.0,1.0,340.0
1,1.0,ES,18.0,F,0.0,3,571.9,587.8,548.2,549.2,1.0,580.0
2,1.0,RN,17.0,M,0.0,3,459.7,637.4,552.9,569.5,1.0,580.0
1,1.0,MG,33.0,M,0.0,3,632.5,657.2,595.5,654.5,1.0,380.0
1,1.0,SP,17.0,M,0.0,0,447.7,580.1,553.7,469.7,1.0,460.0
1,3.0,SP,24.0,F,0.0,3,554.9,633.3,583.9,527.5,1.0,600.0
1,1.0,BA,18.0,M,0.0,3,656.6,717.7,613.1,721.7,1.0,860.0
1,1.0,GO,25.0,F,0.0,3,521.1,446.7,411.9,570.8,1.0,460.0
1,1.0,RJ,17.0,F,0.0,3,483.3,630.3,608.0,571.9,1.0,660.0
1,1.0,CE,22.0,F,0.0,1,494.0,584.8,506.0,539.2,1.0,520.0
1,3.0,BA,33.0,M,0.0,3,577.0,684.2,618.7,632.5,1.0,640.0
1,,PE,16.0,F,0.0,3,490.2,561.9,558.0,465.3,1.0,620.0
1,3.0,BA,18.0,M,0.0,3,377.8,570.1,458.5,516.9,1.0,560.0
1,,PB,16.0,F,0.0,1,418.9,499.7,472.0,443.3,1.0,400.0
1,1.0,SC,19.0,F,0.0,1,493.8,494.6,513.3,532.4,1.0,300.0
1,,MT,20.0,F,0.0,3,581.3,464.4,561.8,437.1,1.0,400.0
2,1.0,PA,18.0,F,0.0,1,453.0,569.6,561.1,557.7,1.0,360.0
1,1.0,MG,19.0,F,0.0,3,464.3,627.4,516.6,565.8,1.0,840.0
1,3.0,SP,39.0,M,1.0,1,473.5,568.0,527.6,400.2,1.0,440.0
2,1.0,RJ,18.0,M,0.0,3,491.6,571.1,509.8,549.8,1.0,480.0
2,3.0,ES,37.0,M,1.0,1,554.1,634.4,540.3,604.0,1.0,500.0
1,1.0,MA,23.0,F,,2,458.6,634.1,471.6,404.3,1.0,480.0
1,1.0,CE,21.0,F,0.0,3,389.0,483.0,531.0,437.2,1.0,500.0
1,1.0,MG,39.0,M,0.0,2,422.9,624.4,525.3,505.7,1.0,480.0
1,,MG,17.0,F,0.0,3,464.4,627.8,551.4,605.5,1.0,820.0
1,1.0,PE,23.0,F,0.0,2,419.7,554.1,505.3,505.3,1.0,540.0
1,,SP,21.0,F,0.0,1,498.0,630.0,607.0,538.3,1.0,760.0
1,1.0,SP,32.0,F,0.0,1,516.9,611.5,603.8,502.2,1.0,660.0
1,,PA,22.0,F,0.0,2,534.4,572.9,560.2,483.7,1.0,380.0
1,3.0,PE,19.0,F,0.0,2,456.5,596.0,552.4,500.1,1.0,560.0
2,1.0,CE,17.0,F,0.0,3,541.0,579.6,543.8,480.5,1.0,820.0
1,,SC,19.0,F,0.0,1,655.1,677.9,659.8,740.0,1.0,720.0
1,3.0,RS,32.0,F,0.0,1,511.0,573.0,499.1,474.0,1.0,540.0
1,3.0,SP,27.0,M,0.0,3,562.7,630.4,575.6,425.4,1.0,400.0
1,,DF,24.0,M,0.0,3,444.2,504.2,535.4,393.2,3.0,0.0
2,1.0,RJ,17.0,F,0.0,3,564.9,611.4,512.1,496.7,1.0,540.0
1,,PB,19.0,F,0.0,1,610.1,657.8,538.0,548.8,1.0,740.0
2,1.0,MG,18.0,F,0.0,3,521.9,603.5,512.0,435.4,1.0,440.0
1,1.0,GO,18.0,F,0.0,3,407.5,554.8,475.0,381.0,1.0,380.0
1,1.0,CE,20.0,M,0.0,2,438.7,517.0,405.0,471.5,1.0,340.0
1,3.0,SP,23.0,M,0.0,3,491.3,449.0,388.9,540.5,1.0,240.0
1,1.0,RJ,19.0,F,0.0,1,426.8,573.2,578.1,420.8,1.0,320.0
2,1.0,SC,18.0,M,0.0,1,535.0,637.8,549.0,634.3,1.0,500.0
1,1.0,AL,29.0,M,,3,663.4,701.4,661.7,816.1,1.0,880.0
1,,AL,20.0,M,0.0,3,439.6,561.9,479.8,452.0,1.0,340.0
1,1.0,SC,26.0,F,,1,449.8,621.1,543.8,526.2,1.0,320.0
1,,MG,50.0,M,1.0,2,476.7,602.8,542.2,388.5,1.0,540.0
1,1.0,SP,18.0,F,0.0,3,398.3,548.5,479.4,421.4,1.0,540.0
1,1.0,PB,30.0,F,1.0,3,496.5,603.8,554.4,390.5,1.0,320.0
2,1.0,RJ,20.0,F,0.0,3,432.8,598.7,511.8,486.2,1.0,560.0
1,1.0,MA,19.0,F,0.0,3,443.1,588.2,562.5,476.6,1.0,860.0
1,1.0,CE,18.0,M,0.0,3,481.0,399.9,428.2,581.5,1.0,280.0
1,,RJ,17.0,F,0.0,3,411.2,626.3,512.6,379.3,1.0,340.0
1,,RS,42.0,M,0.0,1,454.5,633.0,568.1,613.3,1.0,440.0
1,1.0,MG,22.0,F,0.0,3,492.9,569.5,581.1,565.5,1.0,360.0
1,,PA,16.0,F,,2,486.0,604.9,469.0,523.3,1.0,400.0
1,1.0,SP,29.0,F,0.0,0,429.6,589.4,467.6,486.2,1.0,440.0
1,1.0,MG,21.0,F,0.0,1,414.2,589.7,523.4,448.9,1.0,360.0
2,3.0,PI,17.0,F,0.0,3,548.7,514.5,580.9,477.1,1.0,720.0
1,,PA,17.0,F,0.0,3,566.9,532.8,577.9,601.7,1.0,680.0
1,,PI,19.0,F,0.0,4,417.5,642.6,523.7,504.2,1.0,880.0
1,,SP,16.0,M,0.0,1,483.5,609.8,598.2,625.2,1.0,580.0
1,,CE,19.0,F,0.0,2,395.0,479.9,501.2,459.7,1.0,340.0
1,1.0,PE,19.0,M,0.0,3,429.3,541.5,574.5,464.1,1.0,660.0
1,1.0,BA,20.0,F,0.0,3,596.4,685.5,623.5,698.1,1.0,800.0
1,,BA,18.0,F,0.0,3,393.3,548.0,487.8,477.8,1.0,600.0
2,1.0,RJ,17.0,F,0.0,2,479.9,546.0,517.0,467.4,1.0,600.0
2,3.0,RJ,17.0,M,0.0,3,503.2,512.2,492.9,631.8,1.0,440.0
1,1.0,PA,17.0,M,,1,521.2,650.4,599.8,432.7,4.0,0.0
1,1.0,SP,28.0,F,0.0,1,452.2,645.2,563.2,462.4,1.0,680.0
1,1.0,RS,35.0,F,0.0,1,529.3,638.8,591.7,597.2,1.0,620.0
1,1.0,PA,19.0,M,0.0,4,571.0,509.1,548.6,533.2,1.0,520.0
2,1.0,PB,18.0,M,0.0,3,498.4,602.3,495.7,439.7,1.0,340.0
1,3.0,RN,18.0,F,0.0,3,421.3,497.1,395.9,462.9,1.0,300.0
1,,AP,21.0,M,0.0,3,561.7,651.6,628.8,663.6,1.0,520.0
4,1.0,SE,16.0,F,0.0,3,549.8,656.7,659.3,657.0,1.0,840.0
1,,MG,25.0,F,0.0,2,568.2,656.2,616.8,396.1,1.0,500.0
2,1.0,SP,17.0,F,0.0,1,422.9,557.0,576.9,426.0,1.0,720.0
1,1.0,BA,32.0,F,0.0,3,501.9,513.4,409.3,421.3,1.0,120.0
1,,AL,20.0,M,0.0,3,580.7,654.6,553.4,736.4,1.0,640.0
2,1.0,BA,18.0,F,0.0,3,412.9,591.1,551.8,539.4,1.0,580.0
1,3.0,SP,32.0,F,1.0,1,453.0,555.6,517.9,394.5,1.0,340.0
1,1.0,SP,20.0,F,0.0,1,609.3,622.0,611.5,559.3,1.0,720.0
2,1.0,BA,17.0,F,0.0,1,506.4,603.3,544.8,494.6,1.0,820.0
1,,RS,28.0,F,1.0,3,512.4,570.5,528.3,528.0,1.0,300.0
1,,MA,16.0,F,0.0,2,486.9,475.5,487.8,498.6,1.0,480.0
1,1.0,MG,24.0,F,0.0,1,483.2,589.8,515.0,523.1,1.0,340.0
1,1.0,MG,30.0,F,0.0,3,438.4,630.8,561.9,624.5,1.0,360.0
1,1.0,SP,19.0,M,0.0,3,496.4,549.3,568.5,623.9,1.0,420.0
3,1.0,PA,19.0,M,0.0,3,445.1,423.8,503.1,381.2,1.0,260.0
2,1.0,PA,28.0,M,0.0,3,380.0,407.3,486.1,497.0,1.0,400.0
1,1.0,MG,23.0,F,1.0,1,441.3,598.5,551.9,442.3,1.0,760.0
1,1.0,BA,23.0,F,0.0,3,457.4,467.1,426.8,434.3,1.0,360.0
